weight,height,waist_circumference,chest_circumference,thigh_circumference,biceps_circumference,gender,age,ethnicity,component
66.73037628012557,163.37073289301546,101.64562122655204,90.40761570378531,42.221532200701134,27.095969350498862,Female,21,White,Regular Army
54.609933275391406,178.98572006337466,115.87751303472018,111.84759231253935,58.5615454518008,27.02122156617431,Female,21,White,Regular Army
59.0666315606329,173.98396240682948,87.10983297587477,96.46584016803509,41.02570955288884,24.372373090035797,Female,47,Black,Reserves
60.62441098226115,148.51505181618714,76.98075021702427,74.70142907070408,51.53973957968459,29.06137255603324,Female,57,Hispanic,Reserves
44.6996003388638,167.28556973262187,72.64724910221945,90.2782991989397,65.39036098910333,24.809789784244522,Male,38,Hispanic,Regular Army
82.56680566741787,181.53547234677734,81.05449026654033,78.67628073212963,62.85238002025007,36.71230273286818,Male,45,Asian,Regular Army
72.30059676754773,179.15276349919142,83.95597245459433,73.21644693905398,45.20097546330055,30.61756462643196,Female,56,Black,National Guard
52.927945944820785,169.1995160381423,114.87702872080862,95.59208651087609,44.66731374593817,34.29073895076817,Male,34,Hispanic,Regular Army
88.8072238160489,172.21220807112894,68.06335685893347,101.47860636697636,55.40674087818542,22.972860383036377,Male,59,Black,Regular Army
76.3969633221522,153.03064787811317,68.60173845212677,87.38573111334686,48.32916352877615,29.92771451299611,Male,25,Asian,Reserves
65.57392775511593,168.00131566881373,78.88049964523331,81.71157673876058,57.84039080380059,32.72787840432564,Female,50,Asian,Regular Army
83.42688491567533,155.4555106481218,93.81339195247469,88.97969252771632,48.11243061273362,30.49056044508834,Female,56,Black,Reserves
83.17200231299563,160.41981931903055,97.31667789606111,79.49474727649518,43.729138888210755,30.087983145896143,Male,60,Hispanic,Reserves
82.3237162245623,174.356036837796,71.3809795113723,102.03001795150071,51.988818624722214,24.82859939965121,Female,32,Black,Reserves
80.32960381150136,153.63106888308857,86.90557909524382,100.74503005108308,46.430525570422986,26.856414351852496,Male,60,White,Reserves
78.30876480306384,167.6691825087306,84.35660533153636,79.04708490433786,62.60649377125472,27.975492963651035,Female,46,Black,Reserves
69.07132434134917,169.28332039471545,102.92809705638649,88.75931138429294,52.656360937332,25.988143918701006,Female,21,Asian,Regular Army
65.41056004390124,165.5491196983963,101.3378835475308,105.4721605508961,54.73511507269964,33.81903578078079,Female,47,Asian,Regular Army
64.29293498481427,183.22188821835414,80.31578958348219,93.31940764671926,64.66413930924729,38.798064679350176,Male,39,Black,Regular Army
59.57939531619231,154.7765267142475,85.6899064999288,95.09515892464884,68.00474869691843,36.57590040872972,Male,32,Asian,Regular Army
66.88124082970602,171.061302614356,94.79083920102315,99.17240223978003,54.629348475312355,32.11420114386672,Female,56,Black,Reserves
51.01905472647603,164.1106943254933,60.197610451045506,101.2683419668077,57.333353405459874,29.40846154872576,Female,33,White,Reserves
102.53433948007769,162.39167756166077,80.34593551779932,107.06243138708588,64.16368377425485,32.880028641540676,Male,20,Hispanic,Reserves
88.11942997457486,169.6409123385238,93.62309326003722,102.72565368613624,53.77876428607345,26.056928963046527,Female,37,Asian,National Guard
53.153371251949764,154.7959940931607,77.15151768429823,81.2243293593515,47.694618944249555,31.324585562476855,Male,22,Hispanic,Regular Army
63.95672747051386,151.86549083481594,84.10122697977717,91.37573074684816,61.95940256313082,30.832330990105483,Male,29,Black,Reserves
63.00016969565172,160.05519124516576,84.6848869684944,98.02298495796781,44.32755822259117,18.274883928237223,Male,50,Black,Regular Army
81.69947677504477,182.51757149755448,74.14520178525531,93.90920123881868,53.2832280959513,39.48318509803423,Female,21,Hispanic,Regular Army
68.74946400292256,165.5576477461252,70.08280245732414,73.20834718796073,52.18491445523575,23.342192825806812,Male,23,White,National Guard
73.79977770992132,168.31434398227887,82.00199147502808,87.41885275005616,51.34078964542613,16.870611802205147,Male,60,Hispanic,Reserves
69.57179866976945,163.1015336232246,79.79458265789371,105.14551151323084,35.72473872095653,29.99828763926424,Male,52,White,Reserves
69.35694314063026,169.70492731953826,97.5114259849218,96.58047162065185,50.891698304548704,30.53706147343818,Female,30,Asian,Regular Army
90.52903426021686,155.48320456982853,107.94823318742384,80.2743956238528,63.86419051508169,29.959972843848394,Female,34,White,National Guard
66.61343521511098,176.5791046656864,84.82116430950029,97.15926206229537,51.717905414767024,30.70282306924064,Female,25,Asian,Reserves
92.7470590664431,170.84705260241353,90.9800798873732,93.41292526792152,50.66669770354443,24.075363310093305,Male,46,Hispanic,Regular Army
46.76870793654668,156.93547177308295,83.94377029141407,101.71853873401115,50.337023620830706,32.96248552078424,Male,50,Hispanic,Reserves
78.76920624454104,165.54553245811994,94.02039765821696,116.06558601750967,48.876824944093855,36.90343790671532,Male,20,Asian,Regular Army
71.85781365766921,172.16331619499124,88.27743193418196,79.84099868937143,56.022151926887005,25.80635708224704,Female,34,Asian,Regular Army
73.23912353115959,170.57730982054602,88.54893252790313,89.949364780092,59.14946495661339,31.5293711814639,Male,39,Hispanic,Regular Army
75.69459224139823,179.8193401587688,101.69372691424005,93.61237059657599,65.14094025074628,28.645498411764084,Female,30,White,Reserves
62.465148203360464,158.8701224510515,70.18868275906819,73.63794999616232,44.037360980446934,29.696070477245627,Female,42,Hispanic,Reserves
65.0018892449587,176.16136615490393,106.71796019688242,94.68780004039841,57.76747331478566,34.878542274301296,Female,25,Asian,Regular Army
54.72136925339367,175.3654800994122,90.23668618269744,89.06830962087568,53.927362280257476,31.388841047201737,Female,40,Black,National Guard
53.923131602866334,163.37516868097146,87.71233016068292,117.3560276857964,56.99700213000623,39.65920532940197,Male,38,White,Reserves
74.55292962106387,155.24073307178114,76.59637223304132,65.82023786116643,47.777979121015996,28.338546967625803,Female,24,Other,Reserves
76.7231466794414,154.10854809115483,82.54183612626206,109.88221168207484,55.31857992328013,37.409716465823564,Female,38,White,Reserves
70.79506340095756,169.5778695794497,90.60527206645665,105.08024667691123,46.92470349003589,27.72172217939037,Female,50,White,Regular Army
83.83401201819606,164.28873266279106,54.044286139023676,102.35091629620298,59.61792293471504,28.843387991687564,Male,51,Black,Reserves
100.75127028440717,182.7910266685145,75.97717076742862,96.46811992724805,48.37667128288309,28.364411863926552,Female,50,Hispanic,Reserves
62.63453250915197,170.35137960496203,93.78987418458715,87.89199704795799,55.44483094997536,31.43951014989557,Male,33,Other,National Guard
35.362466865387816,161.28055124836504,80.58277320472338,106.05631400781617,40.10937126149589,32.332671134035856,Female,49,White,Regular Army
85.08607786693385,154.74457751502885,72.99208681773607,86.14252934964405,57.28876802765154,30.725805434008148,Female,58,Other,Reserves
59.36198856126411,159.1759832539475,75.46458203297514,101.94761817861875,62.75406028391114,32.99662667057948,Female,34,Other,Regular Army
59.67987075298963,168.4288839289733,88.53623548621066,99.02639185314638,60.36314013742427,26.090338288005327,Female,42,White,Regular Army
85.38357054545048,160.4906535294335,60.47751422728737,105.76238196435168,62.37571087617912,28.805607419063428,Male,47,Black,Regular Army
65.72840489423487,170.1423012023069,98.0684386087331,89.03453568511507,45.50840041076957,33.260676736214855,Female,51,Hispanic,Regular Army
51.68923431618197,161.6566194783022,52.465979883460776,89.19012372022975,53.814890293986295,35.19039285559095,Female,25,Black,Regular Army
72.71955219623726,163.94440091205524,77.44990716526662,98.02076563812211,54.5120930838711,31.691705513825145,Female,55,Asian,Reserves
67.91662956341433,157.69490327192173,73.1922628153977,98.05685155514337,60.04136954086619,33.54694912757911,Female,53,White,Regular Army
70.08646278849831,184.05043584908705,66.2709968567737,108.73998354002254,53.82552686423009,34.20030579232275,Male,24,Asian,Regular Army
75.77920601689496,168.32621731470394,68.83138989830569,99.85399428386069,53.57704758789393,33.04654497534341,Male,47,Asian,Regular Army
64.44009952311386,167.3063364049945,88.75116030408404,96.44840039347648,66.74689775078699,28.881411662611967,Female,33,Asian,Regular Army
79.6656482277825,148.08137585115932,83.2033895317618,103.42619843915448,62.63654589620023,29.17828040847703,Female,43,Other,Regular Army
66.69270157271875,171.59791899549327,80.4872105132071,89.56392184237238,42.704887592297524,33.10996916193102,Male,45,Black,Reserves
74.97672945873545,154.76376411120287,50.188543366272164,105.92971896279096,52.30772444903574,27.7230808818973,Female,51,White,Reserves
86.45258519724021,156.08478425645703,65.13518932756321,84.77458396138411,48.05489268821516,29.340081213861804,Female,30,Hispanic,Reserves
76.52772236250705,174.1834117102165,83.03039331305946,98.38147371372872,75.80109523299014,29.5409649589789,Male,23,White,Regular Army
65.1110262170316,160.4729935349177,71.8294727048041,77.93154236387271,51.539658280575864,22.06595496604544,Female,59,White,Reserves
87.23211427676641,147.5162771999682,73.04846604533488,97.46449258206673,63.036278484074074,31.670944490034675,Female,52,Asian,Regular Army
84.9025578394318,182.69904109889356,100.74311069496554,79.32036868857966,55.673898743321224,32.85003421288099,Female,57,Other,Regular Army
78.22595439262105,141.2259307460748,87.63382522776011,92.68515055034668,55.76181147101359,29.694483164809338,Male,29,White,Regular Army
73.58097602667162,170.72811529859584,69.34233067541845,77.42544549933541,58.46665864326406,38.97033599972185,Male,34,White,Regular Army
60.58140885940943,175.1724924908461,77.96955977496678,88.60380170101251,54.00149551631668,29.12108815415382,Male,22,Black,Reserves
90.40978672795012,158.69032133339465,80.72644777673696,87.23833090065715,60.830558972416895,32.89399618392143,Male,29,White,Regular Army
60.99610619279309,169.44287051411555,74.79557228147345,100.54774652987969,58.91876641438647,32.66299064119115,Male,20,Asian,Reserves
102.80999489524865,169.39130388388554,70.53919584258153,89.17877869914295,43.20432838004743,33.92339528925099,Female,41,White,Regular Army
92.98915939277784,175.40623152914512,84.22293876999409,87.31404898127451,51.110713811911765,32.088560434082,Male,35,Asian,Regular Army
66.46449461349285,169.84099387952523,96.11792079279644,107.21515687814757,51.336528136825834,29.04359709767927,Female,39,Hispanic,Reserves
54.603686495398286,162.55116220907476,88.40278005350943,111.69170409672073,51.45726971566367,32.81676624580248,Male,41,White,Regular Army
59.34390154451049,174.15992057940213,81.99779480926358,105.93480384210248,62.456994196538915,31.26761170406602,Male,22,White,Reserves
73.85325563734794,173.00622356509766,90.81730367153234,80.08757494858548,65.40918924062038,31.217610700840197,Female,22,Hispanic,Regular Army
66.2996218230644,155.63430965864208,96.90877550577247,107.76653082595257,48.54739335499054,33.597951249575594,Male,58,White,National Guard
64.786861009034,150.9921256600427,82.89229062627454,82.71462429260296,58.790048259918095,33.86366490117557,Female,40,Hispanic,Regular Army
55.725721491024764,166.60277539993177,91.83707798418811,94.28048978018194,46.811624517791174,29.957385678618866,Female,48,White,Regular Army
69.3245841278662,162.26037625224816,67.81640639371054,102.34458203312735,51.10043736318666,28.054654225091245,Male,44,White,Reserves
58.22643295814386,155.14460887437704,81.25523967746695,92.86112919609975,57.08925880539688,36.641166770638456,Male,59,White,Regular Army
44.98087095117795,165.83930679515032,78.69552586758937,93.49607196382185,53.677540476198395,30.26506276131111,Female,28,Other,Reserves
64.29660219568356,151.80003473513094,87.93496755340061,96.25382426230553,50.23684857814065,28.11867421017166,Female,43,Asian,Reserves
83.78494913591149,166.61226351326198,90.35979270764476,99.27858022106523,46.19786020784244,25.268808265608982,Female,20,White,National Guard
61.369795560874124,158.7507161245808,83.14573031503994,99.11350679073257,52.81763424319226,31.349947416547348,Female,49,White,Reserves
79.1194648333755,174.57164274192482,73.50678665815298,77.73638746133363,55.36748632038416,31.935752936622503,Male,30,Hispanic,Reserves
45.73175937566254,189.24489141161533,71.05428674822922,93.24351765940105,58.935636687255,24.309736994143485,Female,58,White,Regular Army
69.1665705171319,155.84020756313208,89.17780915903118,97.86838523204975,48.86928223646228,23.258227552327135,Female,20,Hispanic,Reserves
77.79110805915194,175.57664170942974,105.35255278413128,100.90740011639348,59.107291739536315,30.920985597693072,Female,53,White,Regular Army
74.51730043250072,173.25149727768283,73.19296607605457,91.8263971583737,46.853123003898986,25.90550172334497,Female,45,White,Regular Army
71.58514291223415,164.2980577569464,79.22801991554208,87.97348359565828,51.17721584544084,36.74307649991536,Male,58,Hispanic,Regular Army
60.389409875419354,160.46353625942984,89.96020840377913,81.32412198404019,58.15264018908007,24.464002979634966,Female,21,White,Regular Army
57.25443480949627,180.75307706837484,76.68069324905755,87.71192751080167,50.152391680703815,22.255484427484436,Female,50,Black,Regular Army
54.6380681409263,144.94542181763754,86.82358472230679,93.78475074357078,49.542827237242676,29.65076029944802,Male,31,Black,Regular Army
71.76469895650189,158.56805208406337,84.2860582453246,88.64793951126808,54.66867138055605,32.34002545210758,Female,59,White,Regular Army
55.78788078722797,150.63156556342224,73.35622614149976,100.94702688120579,55.24804195914246,30.784405728748695,Male,40,Asian,Regular Army
62.64163834448998,178.95313438946079,97.47161876707467,98.6750123089776,61.541373711162855,29.39570181357604,Female,48,Hispanic,Regular Army
66.1586171170263,163.09296567355142,97.69461755834456,78.91261565313727,53.36629785821,31.894004126633718,Male,18,Asian,Reserves
97.6579300784831,159.7532880053033,100.36209259985802,98.17331844798329,43.09448341900175,26.158071780281468,Male,59,White,Regular Army
60.22075147456812,196.8404447406633,104.01994879273563,100.41704658217944,50.409133308304874,31.134959667214034,Male,44,Black,Regular Army
73.53079858427286,164.4996273211237,77.40457318116137,92.38673010085486,50.58670672156693,25.83156366613851,Male,35,Black,Regular Army
71.16941274345567,160.56250688133477,78.03277155237542,94.73504238033635,48.473706874872164,25.978025726370092,Male,52,Hispanic,Regular Army
55.572150488048074,167.99865250136145,88.91827000737611,90.67761693046266,57.253325915470185,30.533577342959354,Female,49,Asian,Reserves
68.93037870814602,149.31575379245032,94.45121464827437,92.06613257213388,72.51235567241842,32.05732454257539,Female,48,Asian,Regular Army
91.66826287635024,169.9030264267207,79.90560765662644,84.92959874632687,60.559172299940585,25.654392174778742,Male,39,Black,Regular Army
76.77256079618822,164.03836798920034,78.64982787399279,99.25207599639901,53.916123082056046,22.245112237602502,Female,49,Hispanic,National Guard
70.61849382989409,169.68525122530147,75.72592708668022,82.75183407664512,58.525670288557805,24.868250111621926,Female,57,Hispanic,National Guard
63.662547514905626,155.17629364062145,107.23302836090113,89.09535344672884,65.09937768536841,19.998985060722273,Female,20,White,Reserves
39.20129167689227,154.77016157852057,47.37750471937787,85.8636193086151,52.83512975980856,30.645085926665445,Female,59,Asian,Regular Army
86.97005820121262,158.06585336723816,82.4863294932418,86.29082285643331,59.65136329368137,32.92384385131536,Male,23,Hispanic,Regular Army
48.09039893612767,157.32010426907217,85.57319315580301,91.31444360206427,58.93329381521555,39.00964572586737,Female,28,White,Regular Army
81.09921266316002,177.9904996668359,69.10585595509646,90.14747483907242,54.141556219434634,25.526358093063955,Female,33,Other,Reserves
98.63655353826225,180.7914556180809,90.78138842230956,88.00038120817965,55.39582204646084,27.6373109360422,Female,33,Other,Regular Army
48.34160258542301,163.43108046960933,55.4936847428484,92.46566103217376,59.563237021087076,29.45745599590049,Male,35,Asian,Reserves
80.52676503062067,161.4106343941532,99.32453291667878,79.1510239192082,54.81632949902437,31.187915173531188,Male,58,Black,National Guard
66.06703765896297,161.7096116957833,60.04959122694106,96.11038367521324,52.62343702713709,26.008258428096447,Male,59,White,Regular Army
46.417837612817685,165.69236477853016,51.95897679854461,101.31846158956853,50.84207013943262,34.64666089831739,Female,18,Black,Reserves
47.27998519327373,165.96904233701053,73.54654261311957,82.16901307966094,57.036734532258244,28.101554199321473,Female,30,Other,Regular Army
45.976957396381096,167.9003438776557,87.43120590868482,80.86899378406994,54.61484601605161,34.925852872443194,Male,54,Hispanic,Reserves
62.03640216744546,157.53321058953745,75.22649252853753,117.31997110110461,52.39783205964612,21.8539084638618,Male,32,Black,Regular Army
48.0736662250615,156.53103611179682,76.61069507083572,97.39507240812718,56.23611928761538,29.188826673351954,Male,37,White,Regular Army
80.31875159463742,176.97077663746083,89.99807462586669,95.53192926904802,49.588531546070165,31.72887365461104,Female,40,Other,National Guard
101.50163410788508,159.51372638896677,69.11648617767322,93.01492544422982,49.383062741556536,27.539045378123216,Male,58,White,Regular Army
50.694542859472314,168.0304569522545,83.71225681359292,99.92647761120743,64.61496292864193,27.60656615089361,Male,23,Hispanic,Regular Army
81.81608271212767,164.43029466196668,92.46899489394092,95.37241061093232,48.83050756123548,26.811328699449643,Female,30,White,National Guard
81.53563361501365,155.4215060784933,109.50984485062912,89.54088047643268,57.210516423691644,30.517103534206377,Male,41,Hispanic,National Guard
74.98303868425177,170.91061909411508,92.19177821860295,90.67523932977959,48.22129394953221,36.3114917963084,Female,49,Hispanic,Regular Army
54.87435087584488,166.73104873492954,110.72144488250139,91.55515293666448,53.385732474532006,24.878504443167223,Female,58,Black,Regular Army
68.20821090054012,178.99783356212507,91.79740050294573,91.80330604227579,57.732535974934386,29.50498270475461,Male,55,Asian,Regular Army
65.7940699724463,166.17459584626988,84.9513830976196,87.48301126403028,47.93324251074953,27.58716567682332,Male,57,White,Regular Army
78.4448429983072,161.68454241799148,51.1519771562591,105.74101523440922,59.16527069788897,37.0660161073733,Male,20,White,Regular Army
64.41341865844257,167.78294913305365,66.63012172104034,95.93822155659488,56.53240660002887,39.63864091200951,Male,53,Hispanic,Reserves
84.65460080028431,153.1440835096466,80.21556064392665,87.26933170511755,52.78375596548778,32.50366563919539,Female,22,White,Regular Army
64.3812871334948,156.64105946606404,95.68405683780674,100.91248734948418,56.71826579681765,30.331554375563364,Male,47,Hispanic,Regular Army
85.79067198368998,170.1027325113943,80.16229640232744,98.50228478678132,55.525313846842636,36.831249014940965,Male,53,Black,Regular Army
54.26234490000901,161.6687909877605,93.15472931882256,93.62420418817094,49.12244976361653,27.691924341809187,Female,43,Other,National Guard
51.097671328628316,164.34039053647535,69.04282972241889,99.0088186704007,45.2205525585458,29.715898092648224,Male,48,White,Regular Army
118.61559902413606,163.8477829057805,80.88805423974165,85.93621004715564,55.74292238147444,35.25114289572733,Female,55,Black,Regular Army
63.747136177593525,158.4948738122547,88.25509048715725,93.01159747437933,47.96695180935332,30.528568676987447,Male,47,White,Regular Army
74.47341387311073,144.81311340917583,79.60921422751584,85.00845295672775,54.75346007444697,27.622935766809743,Female,26,Other,Regular Army
79.54854511050773,168.4883497017659,86.69247542474726,83.16189565576403,43.463466841613865,30.92493175922711,Male,43,White,National Guard
62.743290614368846,172.6163950764686,74.93877960920113,91.68601349818312,48.49677257078723,27.761830872465055,Male,35,Asian,Regular Army
77.75293066470414,152.11283764649875,90.61517834889256,96.68024801248484,56.904775699355284,39.34959211443386,Female,41,Asian,Regular Army
75.53446791077629,179.82402718458607,83.78417661233114,85.86994469316488,62.31725956213234,28.08388196453655,Male,31,White,Regular Army
66.7692923853746,168.85154823687236,84.29425980020306,93.24941871715541,56.18494984450672,34.70381291177839,Male,30,White,Reserves
70.97939550287973,178.4164029499387,55.76819370330782,76.69553879113764,48.03895512193868,30.00570189699011,Female,28,White,Regular Army
69.48899119392304,155.42829528757713,74.89497128081888,90.53262748065274,52.092638211732144,36.65175518367343,Female,55,Black,Regular Army
101.92677848524272,166.66781288354252,62.65533872652628,106.70667274726094,62.655452886671235,34.65362173655696,Female,44,White,Regular Army
58.87995855590758,163.99986041061192,60.91422913569544,83.48584102320274,58.63078980297534,26.756215362224513,Male,38,Other,Regular Army
53.56005599388004,172.68507431881775,77.59175348732145,83.07067979953305,60.509282372925625,31.410287977360706,Female,33,White,National Guard
70.56682598756618,159.24140432087307,82.58802448381596,92.8013854149291,61.976906676528976,29.270917859352537,Male,39,Hispanic,Regular Army
74.65721124164706,164.89902328047538,89.25400338700929,100.34670732983126,57.64227584054768,32.51391429076645,Male,53,Asian,Regular Army
76.54785218365275,147.21340851256056,101.36893975450482,107.36109165520294,62.76565998345496,29.768195446918003,Female,36,Asian,Regular Army
63.124520009333416,157.223785571295,91.66600445383877,121.53740728603819,48.187502309850984,32.35167326629208,Male,26,Asian,Regular Army
54.05010799043214,166.2503388366511,100.18105511137713,103.00893238074751,57.09751679064031,29.41510447959742,Female,36,Other,Reserves
88.94777764134236,157.93678507611776,77.105345685482,101.71453526553663,52.62362375071475,34.778212013009465,Male,50,Other,Regular Army
64.75524418069668,164.5643051418852,80.3823974021682,115.27924117065942,56.41217226564051,31.565834716139676,Male,49,Asian,Regular Army
57.017307060199386,160.3207402607478,101.27753326639379,91.99075696130537,64.27778579647861,23.420672865725567,Male,57,White,Regular Army
66.45580646588355,171.0693013616149,85.01810775907155,92.86650594489328,58.52655437415981,29.896351602812185,Male,31,White,Regular Army
67.04236158477171,176.68488308749562,59.79632926474939,97.53270149612449,50.59254314345499,28.316685476333145,Male,51,Hispanic,Regular Army
86.6488043457046,156.77498587192477,72.30166721361813,80.79911955159471,52.548921209579284,35.58218369321388,Male,34,Hispanic,Regular Army
71.27105938295794,161.9296344140527,100.11388089749101,76.64563344572014,48.340629612342994,24.241653315696315,Female,56,Asian,Reserves
81.31080677776782,179.39761258369742,75.8389411348381,113.06789374038269,54.37130024125706,19.775025161490618,Male,39,Black,Regular Army
62.51061974241609,143.01076745816292,90.00166199165683,89.25004257489618,51.50282171344894,32.33837664823677,Male,44,Hispanic,Regular Army
73.21667964372402,161.80162208259264,85.21334043520967,90.42119143206949,60.54100886474353,34.70981032061334,Male,51,Black,Regular Army
65.12971132763748,185.64704284143343,77.55463588975506,85.07044234010564,51.5509067699443,32.264551780583524,Female,30,Black,Regular Army
71.41875292260357,186.93590069064254,79.73820411390429,96.44072596665995,59.97220297708363,36.763913252574255,Female,29,Asian,Regular Army
56.56954963033688,166.5659532335015,90.87580821787142,100.91140522435688,60.0451109370718,34.509778438525,Female,22,White,Regular Army
50.33797700008042,156.3639104938636,88.14368243338367,92.71388762126593,51.95268848754742,25.348449342096078,Male,46,Black,Regular Army
99.9582007712195,166.65457419490437,103.52005209848748,95.14704693547374,64.98544220167427,34.65262497173413,Female,31,Asian,Regular Army
79.01063235508626,158.4722560405298,82.00270323347596,104.51392914928735,55.18847013729532,27.056116795805185,Female,42,White,Regular Army
51.23092957562584,179.52817282291483,71.15187936959977,94.89231922986207,50.4302710456777,35.525437790227016,Male,34,Asian,Reserves
60.83251124979368,156.93517344296953,87.48854652369165,89.38656527822995,55.52079545834299,34.964409538161696,Male,50,Hispanic,Reserves
52.21779873104035,168.72911595208748,95.58001829866271,94.3938991855349,48.06326237069613,29.751059799271495,Female,41,White,Regular Army
102.9821552332558,171.1985007456869,119.22950433590492,86.57673653952003,59.55695295698653,35.3396857917329,Female,39,White,Regular Army
89.68619464650266,157.4248983930415,78.044754803444,96.01888083639531,48.73382408322986,28.660512389045625,Female,58,Asian,Regular Army
66.02282414955471,173.51524681506183,80.104696421376,86.02074215851651,64.05095054506627,35.05502799541169,Female,57,Hispanic,Regular Army
78.14791088848135,157.52070029083694,98.23739815596923,108.93925445276675,40.48055390012662,18.467827249048213,Male,34,Asian,Reserves
63.784900781217104,171.3023982965398,104.21929189756696,70.13476095619038,47.212779143944644,24.743038604308424,Female,52,Asian,Reserves
62.856296580766326,175.96661633103554,75.11977215092537,99.01294135810679,52.631578752779966,30.73778712275945,Male,51,White,Regular Army
58.17095743224636,155.11557077616794,94.9685568241662,90.11972777039091,50.095117360205,27.446701651358865,Female,25,White,Reserves
61.08074098810734,176.07995040979597,76.52263728936492,114.871488081498,64.42861619927191,16.66020881703905,Male,57,White,Reserves
94.76361201005035,160.10467128787587,70.56732594636642,92.65536569312691,54.57701819651797,25.82384687811207,Female,31,Asian,Reserves
69.18957812371839,167.94353388436969,94.35041352850385,99.81837360399392,57.483630909373545,38.06979292896734,Female,58,Asian,Reserves
71.78867854641376,167.0183747228877,86.59746658301607,98.86893969204338,59.95158690131809,23.95610554963809,Male,56,White,Reserves
73.65531144398638,160.728036136618,90.83996317213331,97.47672409336778,56.07014565949945,30.834690205800346,Female,36,Asian,National Guard
88.48713817728006,167.68102869997784,76.29244754917073,100.18119835350655,61.72707026345043,27.53050677388133,Female,35,Asian,Regular Army
62.2590425358283,152.69569074576162,111.92466933890145,114.9741373388409,58.07801358810492,30.091580008795727,Female,45,White,Regular Army
55.11239274411944,163.63863127815034,94.97932013571561,104.27508823680671,59.88749662932525,29.113175261515394,Male,33,Asian,Regular Army
95.13545398604785,173.2579083166517,79.38396361521951,96.9642414887758,44.59794774951588,29.32042880929122,Male,37,Other,Regular Army
63.38255174642072,143.25875350770687,95.54123396515688,112.90266218987438,47.115747861503806,29.38745922415102,Female,54,Asian,Regular Army
59.15401045090189,150.12073812641745,66.78228424159484,100.8319774918996,39.41514759809378,19.11503205287531,Male,49,White,Reserves
51.455903216750606,153.3806244240303,82.9337480957616,101.50333599101656,53.227089953792536,30.00279792312562,Male,55,White,Regular Army
50.72926416523305,149.1091030585457,106.05036848020785,107.45030148618503,65.02229547338669,30.64175982424235,Male,31,Asian,Regular Army
61.390397810530196,169.1958303929636,82.16741032593484,96.61106626019968,48.15118017448784,32.06168343792314,Male,21,Black,Reserves
79.26978725749792,155.0707165024399,98.65735557993324,102.2549069145764,57.205442555738244,36.83619586463238,Female,49,White,National Guard
86.64772208394578,143.35452914671026,81.67116999715131,92.25519781867732,58.08669314930882,30.18380070099423,Male,56,White,Regular Army
80.61382530753382,158.6243123491955,50.529603995406646,96.24836065396146,56.66968479503336,31.353859479959333,Female,45,Black,Regular Army
