height,gender,age,ethnicity,component,weight,waist_circumference,chest_circumference,thigh_circumference,biceps_circumference
169.26464221476814,Male,54,Hispanic,Regular Army,91.64320692861526,94.46443162809389,105.06317986183703,60.37554131514203,37.39950108149204
162.0492851700773,Male,25,White,Regular Army,81.20474820673434,103.72001453695214,96.0551320893234,63.06360764549292,33.21121870243338
173.95125661045023,Male,21,Asian,Regular Army,79.2021570090414,93.00848411494809,92.66887948653873,52.89528139739779,31.365110786036425
173.78133487533043,Female,60,White,Regular Army,76.2621341047359,96.62294184734914,70.0827883635593,53.72370156535241,30.335277241879048
173.21581081637487,Female,28,Asian,Regular Army,90.36747460636091,90.31441287456617,104.88722300584624,62.037642045087964,30.751894769073626
171.8864025410009,Male,27,Asian,Regular Army,92.38016849989218,108.82460701062516,103.26285616385985,63.72358351417688,29.386239719068925
170.5391765353759,Male,24,Hispanic,Regular Army,53.65183758592232,86.67220872769992,89.00762377541922,41.03870010179568,29.774337057062183
164.38088289423277,Male,38,White,Reserves,90.6254739032473,92.61489792270419,116.14029114239284,67.16074573600085,28.66951250659018
161.94037336260084,Male,28,Asian,Reserves,91.51155834907343,107.22506200926723,129.87953415381384,54.97959596104475,23.961544175775735
161.1952899898762,Male,19,White,National Guard,69.00099875400828,98.80866479089696,99.40032329155711,53.151725611881034,37.433038182426614
158.05293021079487,Female,30,Asian,Regular Army,66.97651422372644,71.04844417360599,94.02896244546564,54.23380599124389,35.652035777125434
162.920827219804,Female,42,Black,Regular Army,82.42050543915072,89.40573485344646,105.34787020630296,48.69740966142385,37.99985750312036
152.34603648431735,Female,40,Hispanic,Regular Army,75.82039754159831,99.24742721286673,110.9178384844974,61.33330132310003,24.731959467788116
186.68955965338512,Male,37,Black,Regular Army,99.40371971457314,103.4297503957413,111.178891377408,59.46408796951141,36.483343184837864
177.0796199830499,Male,21,White,Regular Army,81.43028337443461,101.42360948676324,102.74938527830729,57.76445024754224,31.958890853668564
153.7689141679665,Male,52,White,Regular Army,55.06591641977066,97.56095894383715,96.48714964976028,49.06412801717314,30.55283726938973
160.97115164700924,Male,27,Hispanic,Reserves,60.25291393604659,88.09653565947664,98.87678079598834,56.4316863688826,29.95882765716035
160.3334464637678,Female,18,Asian,National Guard,59.17045542350774,60.60934563905857,93.30377078966968,55.61008889262201,33.44342277426096
172.79965118336318,Female,37,White,Regular Army,48.196707743944046,71.38480186080484,79.3665595016812,57.776166292211926,29.76867864087115
164.1663093352817,Female,36,White,Reserves,55.41001388649051,84.4038360774565,86.06624025379033,47.474134286133086,24.202306761730963
167.53318513994753,Male,56,White,National Guard,78.97283178854853,83.46350686053341,85.47081850081187,65.88473384654034,41.106167510820384
164.71453244651298,Female,56,Hispanic,Regular Army,78.06214721358661,82.02648606473925,93.29164351179122,56.89035192334951,25.677840598429842
164.57129542708685,Male,49,Asian,Regular Army,82.64924578165254,90.61253211654325,98.69281767880264,46.96470179809839,27.208459759521784
178.68602284014457,Female,49,Asian,Regular Army,93.26196030229079,67.93445434561272,108.1244075598095,54.74733664062519,24.245281947679995
162.74229014340733,Male,56,Black,Regular Army,63.65615895678698,95.5347738723887,97.59282881405656,57.69721318229352,32.849653962108256
180.1647060442954,Female,54,White,Regular Army,82.33300439184572,77.04823708166654,87.21706575638267,49.75695794635308,27.61004392171797
149.51247195769778,Male,59,Black,Reserves,77.67130818851604,79.58335316531142,96.97606299673457,43.456943216950634,29.782267165591215
170.84613749636068,Male,48,White,Regular Army,46.58649428679062,73.45316175018358,89.57475284263575,48.471802260115474,20.36463662393852
166.23854243844613,Male,39,White,Reserves,82.89818080935135,89.83923688524972,93.02139118956822,61.13577568258243,29.18226369044367
167.15941568743972,Male,38,White,Regular Army,69.81659566854252,92.78278581241987,109.8555193508477,61.69759905889487,31.465669917963833
168.79639482759882,Female,45,Black,Reserves,70.2847330266481,66.47823413891894,95.46127197432764,44.36060646263542,21.262759647448405
159.976765468907,Male,31,Hispanic,Regular Army,78.71145723001202,82.29603938996985,107.07814429629674,61.327577045280684,26.501768363905306
161.6679261633058,Male,42,Asian,Reserves,75.22132462584322,86.6315054667564,85.82976762021165,52.26162794573634,25.804977384201635
154.81424616892912,Male,50,Hispanic,Reserves,71.69168740387903,91.06620230007209,88.2397873803578,48.961654111145,34.42762380838566
154.28208773524423,Female,54,Hispanic,Regular Army,71.01240275837286,92.91814713532224,87.85205226170115,51.50980748884301,32.58003639540999
168.0352864140426,Female,29,Hispanic,Reserves,55.76779841753314,71.02916831002172,101.29461311094947,51.260750663566476,20.944349404049312
169.48209778629428,Female,37,Other,National Guard,62.71343432375456,82.1952729897139,87.0969050821657,53.633909054213746,31.164530281696685
165.53004226730505,Female,24,White,Reserves,82.08787650981179,98.17059022372102,108.08229875072143,56.31970975126197,24.42984213049371
174.22267467879738,Male,45,Asian,National Guard,78.08148852251405,65.6005704733291,107.41672716924255,50.75290271213096,37.5147503858366
185.50084685627144,Male,50,White,Reserves,107.96723507496637,102.90538045679929,109.60122165621756,64.39501008981304,33.98451786848214
160.08968833943464,Female,58,White,Regular Army,86.57086153845492,96.71811187651268,90.93273610303362,60.17698069961737,34.448978225946334
141.90831124359187,Male,39,Hispanic,National Guard,75.3530008502701,90.28751013121591,115.18070804828555,57.50952001474714,35.77332139364394
175.05738524462257,Male,40,Hispanic,Reserves,69.39860329313049,97.2550350611445,105.81479029886464,52.78728829373818,32.458615580956504
157.90799237417608,Female,40,Asian,Regular Army,70.7407686155417,80.41255161493133,92.97966611083993,56.23875987145288,25.239966874891994
158.11991383532643,Male,40,Asian,Regular Army,67.65660308168414,97.62056217452592,100.78303018694112,44.20538466467441,39.91889703931495
175.25571369696698,Male,58,Asian,Regular Army,99.0148354688198,103.22315217975773,102.50058625714448,55.9334202689803,40.62753915459835
162.1522699294899,Male,37,White,Regular Army,110.93025282755188,102.79849737541582,130.93366538577308,52.27006829854749,40.54061591959848
152.79282287745465,Female,27,Black,Regular Army,83.63249372189975,88.4041993871178,102.96279821788353,51.31555603400585,32.68452938066155
166.8130347974915,Male,20,Hispanic,Regular Army,53.083957448369915,78.76825591672531,103.99208336365533,49.266533672355344,22.75878424077815
163.61108637560955,Female,26,White,Reserves,69.55079541084791,95.76654451308963,82.90510530715976,68.8147707886697,18.07703143353705
165.05764185899886,Female,44,Asian,Regular Army,58.99844757268201,89.98834385278188,74.16675638106017,52.907443540106186,22.96429134144941
168.85280401126332,Male,28,Black,Regular Army,73.00886456839744,95.98510424009862,120.57553754875157,54.122016393181575,34.199879466366816
161.29339968207591,Male,56,White,Regular Army,74.94701996587304,88.20072022516152,102.18955343304394,51.66856481270089,31.541885031100016
171.44376548518832,Female,34,Asian,National Guard,71.28345573904498,76.914116956369,87.92042990524304,49.599497338705575,21.357046537614178
162.7951343818125,Female,21,Black,Reserves,88.15086944686536,80.48450907571373,97.73963728080327,55.49493087622731,26.55071702270218
168.31781963915697,Male,58,White,Reserves,97.75236407657036,94.92246494335205,103.5172125051046,68.73749541696243,40.03620877527651
175.96839013149346,Female,45,White,Regular Army,78.75804278895096,83.0117246082506,105.9035311223574,64.71322611841423,22.421099210761348
169.35181490833804,Male,48,Asian,Reserves,87.66354968442832,100.83353848963996,112.38991282275443,56.33073873982792,29.488442723917757
161.74068414468772,Male,50,White,Regular Army,63.4132691050492,108.20011665667458,120.88677790089817,54.31256044331768,27.69039986487087
176.48807618451093,Female,60,Hispanic,Regular Army,69.06784282860473,89.2110703588803,79.25024685086672,56.44183229528169,28.38978140311707
174.9350385596212,Female,50,Hispanic,Reserves,86.26548947789179,82.01258359472175,94.4973003937895,55.40085490100888,23.170290912069333
170.4839695950807,Female,47,Asian,Regular Army,103.0200555850707,106.5175416890424,107.84387013701834,60.61189255830095,37.15173023295922
167.3873173511144,Female,40,White,Regular Army,84.70417344209616,74.19234515462632,114.017022970711,58.07851657589569,40.799172674217886
158.72093923960628,Female,54,White,Regular Army,71.84903740003486,72.62019997904751,83.37565796183443,63.08939993578133,31.030297478365206
178.60652448530007,Female,34,Asian,Reserves,85.61382115565459,76.51368373805461,97.88754022155145,58.92596260054957,30.387774048285216
158.99740412852873,Male,57,Asian,Reserves,90.09403377641775,97.81554732457045,102.08764057185641,64.66325555777092,45.85731086388567
186.87332993016577,Male,34,White,Regular Army,96.60518924151816,82.29934139477078,92.24606825167146,72.28639767741912,33.46091191080804
180.3261062618519,Female,21,White,Reserves,70.06746171716095,96.28724778899416,82.28046639700501,51.36851702487241,25.456531183602955
162.64299640899523,Male,40,Black,Regular Army,75.81938698479046,99.64211355620799,90.00306574325035,61.25422123139421,33.28282877435407
154.7357909969322,Female,40,Asian,Regular Army,43.50865331322444,82.3495643955432,67.10568992054895,45.61474054381878,30.691591545393607
157.895934363007,Male,45,Other,Regular Army,59.70494358967453,85.51863752174584,99.26351267495151,39.54585989600875,35.240496920661556
167.56883709156529,Female,33,Hispanic,Regular Army,50.88900209111413,84.90580832913821,88.89503326973858,41.458808558340614,26.4569446383909
162.53308121537626,Female,29,Black,Reserves,67.41611640550417,84.26876979897541,99.5259504076628,54.481708515111194,32.231641515886004
161.52457400602268,Male,49,Asian,National Guard,69.314117638923,99.88933851876786,112.35904347275836,60.75198946932507,28.180070156156127
155.48381432734985,Male,20,Other,Reserves,80.17694167387573,87.18161666517526,83.61878583465705,58.02241887681833,36.280245450833974
164.5497227519108,Male,24,Black,Reserves,84.53527350034173,89.46503580996138,100.19253573792754,61.83794574435528,30.284300461925778
157.15095530542925,Female,59,White,Regular Army,55.305792554624894,81.08407181875302,77.49848161056322,66.08382468980459,30.808641747691443
148.32058063411864,Female,20,Hispanic,Regular Army,56.353208867116095,65.60168042158809,90.46912718775974,41.05349139208868,27.69444727751828
161.19773479712237,Male,37,Other,National Guard,75.92515740779704,111.63461565487451,111.6126807756656,68.02805055479335,28.75549237561731
174.18996609060767,Male,36,Hispanic,Reserves,78.21116710012825,95.63553999840833,106.23553958307502,62.23410810417292,33.29875968421915
159.24653037391607,Male,21,Hispanic,National Guard,79.48889330273329,100.70248379114032,102.02431148657207,60.55437931223442,24.58715972261821
171.07964322225033,Female,43,Hispanic,Regular Army,54.569726975306665,78.8186013861154,84.76644531540043,50.85643201714446,27.3921426897933
148.82117291710836,Female,25,White,Reserves,55.01761133989587,93.40862902337608,88.97421396042022,55.21088267668455,25.321830963733092
164.4443803447546,Female,32,White,Reserves,78.13785143002312,80.26512296079451,103.9748832815085,67.31862310342655,27.575984501037546
170.19407203943462,Male,42,Asian,Regular Army,86.54777492439614,95.35330821893525,114.04877351779913,60.06058340615916,30.42956691920817
168.01153362166716,Female,26,Asian,Regular Army,68.58814481173502,82.78215839555281,96.51611485119105,65.45818128980672,34.81886510491689
166.05676194148944,Male,30,Other,Reserves,97.58019353142672,99.1836453485143,119.44318309146064,63.75225379405371,28.29978868732727
158.59293991694625,Female,60,Other,Regular Army,93.59168541916794,92.18757139022654,100.58315009842045,58.40219823501392,28.70069918869291
156.50295653966418,Male,54,Hispanic,Regular Army,61.42180335793721,82.07309517759326,112.11121292972305,53.21469397811578,24.473510306411193
154.75871209395086,Male,48,Asian,Regular Army,84.67866010237611,104.65354237619604,94.38546696404941,65.43624993563633,30.55156932876467
166.17646597100125,Male,60,Asian,Regular Army,90.47041044394442,96.4977630098108,108.87704172275153,50.05724548744817,28.974160840725393
155.52525385815198,Male,22,Hispanic,Reserves,72.91729356576889,90.65176733815483,82.73637703959471,56.94027095317436,28.381533381658006
160.0944255629933,Female,41,Black,National Guard,70.46114430470763,82.56864406358238,97.81766770771499,57.79758999185468,25.7701152015233
162.43907807801753,Female,39,Hispanic,Regular Army,96.92208144873156,83.4963473992783,77.32723132922625,66.88342175719711,27.9329449771086
183.43862005232208,Male,50,White,Regular Army,93.82367290333902,104.38312855112532,104.29568938701577,49.63109637134979,37.705503403625826
158.4805009830454,Female,51,Hispanic,Regular Army,69.00595480550568,77.82330268431201,93.48830504852336,52.2156446417318,25.566847253155615
167.35386572284858,Male,53,Black,Regular Army,84.26382897365598,97.89341785697096,109.33092953518013,62.2866916321419,29.61496648259295
165.77960849563712,Male,55,Asian,Regular Army,70.25672463009523,91.04509804630915,94.1271810401462,45.36572107812545,32.359847629855636
155.3814336586987,Female,22,White,Regular Army,80.45091053535467,89.83979864759107,90.5018129247799,67.68866034523457,30.749456042238034
164.286919138764,Male,44,White,Regular Army,85.7012850754953,100.4216330233094,105.19273085596333,51.531273525126196,32.53827762905664
179.4455085842335,Female,36,White,Regular Army,116.03833790591932,103.39655938367592,101.09595924215635,62.72956922417411,30.971190213646764
169.51504053079213,Female,29,Asian,Regular Army,66.82122556046771,89.11596238579497,96.81049346498968,62.69227128658194,32.78433006289516
165.4123292199294,Female,50,Hispanic,Regular Army,65.51097073994208,73.93173476321657,97.09227654917393,61.760163669925774,23.864767905458265
160.77503167660376,Female,27,Hispanic,Reserves,40.60839179277816,65.9945509011327,71.92065999462605,37.62526747350322,33.04154099980209
144.46752778459484,Male,48,Black,Regular Army,84.34714743955857,99.88125756591556,101.07201335029877,65.36726565118325,33.977228667227784
176.31337213414176,Male,53,Asian,Regular Army,78.37082698366315,83.99292389105452,114.91236395039311,50.69886170432444,32.517176858182594
150.39359929075178,Female,27,White,Regular Army,49.30100808309643,85.44683504941946,81.67436382639471,46.508974509158826,21.785150096713316
172.39947510877334,Male,32,Asian,Regular Army,65.06913738863574,85.93396485530346,92.26690330927556,56.75013005239724,35.58001512071125
184.09103569217484,Male,45,White,Reserves,79.34477025671818,92.94339494254339,112.48845794736876,49.7271691632489,25.271553771289035
150.561068390282,Male,53,Hispanic,National Guard,63.353360116183815,78.4822458590714,85.55789036494492,46.84704724534119,28.6758705338833
172.0178433537471,Male,43,Hispanic,Reserves,67.4922008336911,99.49562949940086,95.20646962479292,47.28523654403775,33.20738883681407
162.37802510597533,Female,25,White,Reserves,49.142185535301145,77.5681445044264,80.17163311568822,60.95123665985499,19.04384150997823
149.2785584085451,Female,39,White,Reserves,53.62100728046063,79.04889130959313,73.03830526156277,47.30836550452072,24.247891873476537
149.8533234621825,Female,25,Black,Regular Army,66.33073984321159,75.7126492595804,89.3049070611865,45.11838433365091,34.53102512895817
148.98463826425407,Female,59,White,Reserves,50.46826288868946,66.86861956208894,89.2185774027268,37.57107456028285,34.09125308572328
159.69093477829696,Female,23,Other,Regular Army,55.79243995114079,70.03502458283067,82.01925849181261,46.64763221801529,23.44358007019965
150.382444150041,Female,21,Hispanic,Regular Army,45.57678683524195,89.27585715694885,84.6752557481848,45.143310753661424,33.45209507321292
171.87916772975828,Female,60,Other,Reserves,52.01649968360101,73.95543933299324,92.03023012761797,44.545673065079185,23.808954065379226
186.00108940525672,Male,33,Black,Reserves,68.70571301903227,110.26937046185999,101.7225114615021,65.29551670257933,39.27515912865732
152.1296952396482,Male,56,Asian,Regular Army,77.23272573630933,93.37760173441455,96.64439880556802,68.83129226258882,30.441159026913816
172.87738847475177,Female,57,Asian,Reserves,73.37581402569064,88.78091812771844,85.77294364514464,60.879986205932184,23.546745015505508
172.6904224100091,Male,48,White,Regular Army,70.13221482030009,82.3813729277139,103.92234288105813,61.59107917922811,42.86751627412859
168.32202578950117,Male,54,Black,Reserves,94.18220306203001,111.30362684558361,116.65631821413452,60.7417411897228,31.8780088910154
154.91623391722993,Female,43,Asian,Regular Army,58.42694074762484,73.70120672168741,87.7361713244162,64.2017637308159,28.640330818846387
163.8054739336934,Female,37,Asian,Regular Army,75.81954486945793,89.42819247114699,84.30681913432609,61.393096661367146,34.578790039323565
162.19604664829754,Female,24,Black,Regular Army,74.14339447936575,70.73615990640792,70.83076226743773,66.61289431224967,31.86058317890413
170.6298953322048,Female,26,Black,Regular Army,88.44520518868342,95.76372813063847,87.70369807288412,58.2923686938276,29.995061525731796
161.2756124389617,Male,37,Black,Reserves,89.78605106321406,102.26445244354574,99.05466548310865,60.26827320540973,29.693721334511867
174.7697338668562,Female,28,Asian,Reserves,86.97110501088795,65.999802195406,110.18134344015455,56.748888074414104,20.597069987615214
161.25419142232985,Female,19,White,Regular Army,56.944385107987905,68.66095193182213,90.88612284859455,59.45642981502542,30.98116534376497
175.52711465579333,Male,57,Black,Regular Army,80.21641796588322,83.82278019165449,106.22557579639675,52.745138544554315,32.009257957364326
154.50822993333935,Female,46,White,National Guard,57.69369911862539,86.12029346546413,89.78400923953828,56.1147143378348,26.320383995623004
152.39844755241887,Male,40,Black,Regular Army,49.222395202939815,87.32141448302605,86.02050853568369,47.847867892861,30.4213976866489
197.41039934942404,Male,54,Hispanic,Regular Army,89.48980442261332,89.70890093693139,110.89102172252848,51.48210861143136,36.577708387250425
160.8314241183957,Male,38,Hispanic,Reserves,79.0459016994455,91.49694104898902,94.25899057852986,54.654611795140504,37.75076665902735
167.98227591540714,Male,47,Hispanic,Regular Army,55.997932185657085,92.20622707022656,102.52953605355074,56.84335555320844,28.94385997645554
171.36569674033848,Female,23,Asian,Regular Army,96.67573798813561,76.62932024044926,91.6304762737376,57.54152327732434,28.670798057484976
160.16219374291256,Male,49,Black,Regular Army,58.46181703754528,85.6838926291269,104.33827267723638,46.27231568178786,31.407501109299787
170.1686204431361,Male,52,Black,Regular Army,91.78069156477376,101.52997517973812,122.17215394937685,59.1840292428767,31.936122394015026
168.68964527385086,Female,44,Black,Regular Army,78.19801372158503,89.55351185204891,83.22297558064113,57.58179075075176,34.47004337648776
162.84619492358306,Female,31,Asian,Reserves,53.88755190442352,64.86729511201162,77.4584196972835,48.9027459155222,30.879549117994223
165.65293033525316,Female,58,White,Reserves,84.20769163607372,81.07259767426011,106.56664059367534,53.8118199771162,27.32284775724554
164.65932746261535,Female,49,Hispanic,Regular Army,67.84573338249284,85.56633520512035,110.36227776701138,53.751109981550606,36.670403623245456
186.28451899016181,Female,37,White,Regular Army,55.11528644849408,77.83446691634747,83.23456165143536,56.330378554339944,31.64710589645724
157.5866390372717,Male,39,White,Regular Army,61.44888999564731,94.84055570428269,87.81723160681389,65.20685797153621,31.582710433126074
154.04003732925335,Female,21,White,Regular Army,69.30296540686575,91.45269573772205,97.68619397493622,51.29106839932935,28.60955886054832
165.37788399171077,Female,56,Hispanic,Reserves,63.408195112088706,80.8044648074441,104.43644946329957,49.4098356385057,23.41150630469179
168.10480749443138,Male,47,Hispanic,Regular Army,65.54604112252358,106.14461531940809,92.95971796466519,48.20092560483455,29.264795524741032
169.36523478910183,Female,57,White,Regular Army,77.853891006015985,86.67675624975134,96.59194551744288,61.582009829482324,26.520978830498628
160.41634667288895,Male,55,Black,Regular Army,71.43739050455686,94.20825668294428,96.3399341863195,58.366725543728016,35.5856874350938
154.3667386602881,Male,51,Black,Regular Army,74.12781215457595,95.96303574332148,109.12911083443271,56.523421538106604,32.29713035791206
177.6318517608949,Male,35,Hispanic,Reserves,81.2003937746898,83.08114156606698,104.03674663587773,71.78101050763661,26.586172246747964
161.50349612046446,Female,39,Other,Regular Army,92.95727910412258,92.58731930878591,108.40785361243185,57.39611559316373,26.680373350774524
156.34487137346625,Female,56,White,National Guard,60.69971366367632,75.07478613983022,90.30371365929575,47.731921893226655,28.209025607547538
162.63720431058903,Male,52,White,Reserves,81.06475870249427,96.42124532063657,105.63733157686768,51.501573684899405,27.727453713212583
163.02824105651447,Female,47,Other,Regular Army,31.172947428086097,66.30988718955463,90.34284565478357,44.12724556214598,22.375334037930976
176.0992028971364,Male,20,Black,Reserves,68.977583767622,85.5143825633383,92.49448814061456,51.549850611053884,28.242313043220726
165.84737292197195,Male,25,Asian,Regular Army,74.60586958029037,80.12997583450206,107.93451811668793,47.6998579649014,33.85530679239831
172.54053785184522,Female,26,Asian,Regular Army,66.63117669679062,70.95922914944,75.00905508878054,54.931942145572286,38.160462965141384
160.0070798282774,Male,49,Other,Reserves,73.06047731519992,69.99926856332387,106.07551157823741,51.397079972830156,32.93823154096043
167.144453095816,Male,48,White,Regular Army,66.5205035691257,91.38818294711236,107.18194398733337,55.78894191012241,28.112912842698847
161.75314088509165,Female,47,Hispanic,National Guard,78.57918732018612,83.86912292151801,95.61691896531322,55.259653338088754,23.239821428600642
165.94583528173573,Male,42,Hispanic,Regular Army,63.155473908968446,93.67456000489649,103.63255871995281,52.139736361934226,25.25683840205045
156.0463664202246,Male,36,Black,Regular Army,73.28088416885434,94.09561066303223,106.86091727017909,60.130001115181685,38.91912318180239
151.89198466672028,Male,19,Hispanic,Regular Army,50.502587690079714,75.57213893177135,80.52899317225727,54.11184428230221,29.657667200887214
184.97213384747965,Male,56,Hispanic,Regular Army,66.80146747124316,82.89132947972521,100.49906093670809,50.89390374087327,37.563904235762934
171.00708823672417,Male,38,White,Regular Army,85.50992192434946,83.19955915360913,111.45074536535428,66.64593256149774,39.34556751806351
152.48728638375056,Male,35,Asian,Regular Army,70.37270407574434,82.41837587892418,107.09389315007047,48.87642655283842,39.20306960603864
158.8883408331958,Female,27,Asian,Regular Army,64.13013681280704,104.11037686751766,88.3524403825868,54.932736983079955,20.234374847005213
153.1451991540269,Female,20,White,Regular Army,35.31777470949393,74.84935028590638,77.35334913408612,35.576201640548774,14.039325435029696
186.9881034888372,Male,23,Black,Regular Army,107.85554523843689,92.76942952990898,104.6401406070928,71.20368437919271,35.80897793049267
178.1241297643351,Male,48,White,Regular Army,74.31922882089344,69.60278762621469,87.72924897653161,61.82644997872046,25.786336611479932
162.34854943303648,Male,50,Hispanic,Regular Army,96.17079720545016,94.35273954383172,105.85893689075179,66.99593848634265,38.50937776147492
170.4319405923209,Female,37,Asian,Regular Army,53.162558601042235,80.13105564127578,93.30668461096468,54.10927845916915,29.594514986907022
160.8566005208114,Female,59,Hispanic,Regular Army,57.48964791519329,79.84498298094883,112.2130122497554,48.01147164924475,28.24809766619818
160.2375310538442,Male,23,Hispanic,National Guard,89.8709888872073,91.72886417172083,98.32138259234077,64.93167541990647,33.77151270456403
157.11397162149757,Female,57,White,Regular Army,61.83503535851232,71.90672923503432,76.59989546098089,52.95124145871381,31.356061252809624
159.05382732540488,Male,39,Asian,Reserves,72.74020575696169,93.90034967567776,123.1140153987105,61.63487686906204,36.54837301524163
181.5090746733669,Male,51,White,National Guard,81.58968220055664,100.07732706102497,114.92614343064508,62.863929248649306,38.643988957511496
164.4597187491456,Female,23,Asian,National Guard,66.63462012537038,109.77341941507706,91.35604435443379,50.646280469421306,28.603839381502407
166.19245236427585,Female,27,Hispanic,Regular Army,92.01903750888357,88.81560821144096,106.76756647802836,53.229117719802694,25.298112292798816
167.43687429599092,Male,59,Hispanic,Reserves,73.32059583798137,88.53310317004585,107.81069908012948,49.387215244821455,32.61579656443494
177.32475878485337,Female,24,White,Regular Army,64.3496553247985,83.87426779594263,93.20759958607819,41.92318042205264,32.231800157114854
159.8393616905522,Female,60,Asian,Regular Army,51.39578982084858,68.0651056138095,99.4294174078334,61.345326169239335,26.093097201975354
155.07492849607962,Male,34,White,Regular Army,99.5825177983294,111.06770622746475,108.17392745384016,52.19114891834532,32.569483207628934
181.7569693240319,Female,57,White,Regular Army,75.69743599248787,71.36937692351397,99.16976985510877,66.49986841947924,29.761398432059245
160.58836783094713,Female,54,Hispanic,Regular Army,53.98356356016114,76.99236187778773,101.57410266479633,56.882000280794635,27.10575976671483
157.76934030060127,Male,32,White,Reserves,69.90852942558912,70.59472626484555,84.93397870664957,43.8829541923432,28.4995288194768
152.63726881116708,Male,34,Other,Regular Army,75.93160489130311,98.04004088839278,84.92566937832275,51.31454459935719,30.62044983749405
152.15284277682204,Female,32,Black,Regular Army,37.363175699336956,66.70523835877627,96.32992954532502,62.80246020982539,28.357486176701332
159.26026520702013,Female,34,Black,Regular Army,42.807780799520216,86.49855900587335,94.73929381464315,47.38238789879754,30.955230394438825
171.17985817166527,Male,38,Asian,Reserves,74.94067594990315,81.29308217542136,104.54895252098613,46.038439338673385,37.175645730697106
176.09848138929718,Male,47,Asian,Reserves,80.80438010439386,82.23730134810738,100.84811132299345,59.75415965233816,30.503267072317364
